np,e8e726f516fd66f8651909724455584d,hi<nl>m<nl>u?<nl>,null,8ec33552bf6a12a7780d6ae70e2523fa,
p,422af212405c94b69bbe0c7ca9c8477c,ok can u call in a hour<nl>my friend scott is coming over to borrow a movie?<nl>is that ok??<nl>i cant wait to hear your voice!!!!!!!!!!!!<nl>you're so sexy and nice<nl>Are you still my boyfriend?<nl>,null,dc1664d323a80928facf66e88321edbb,
p,e4c7c376bbd07aeb4a59684a2b94a664,hi<nl>love you<nl>gtg<nl>><nl>wife is close<nl>ttyl<nl>,null,e03c43487c1019be9adf7460bb7f4bdb,
np,4c08f6daace45a497750ff0d93132001,<<nl>returns a string saying System.Xml.XmlTextWriter instead of the xml doc<nl>oo<nl>i got it<nl>,null,d398f973fcb14f550ca766929764bc08,
np,415453ce1efef882d108e3e56427ff63,HEY<nl>ANYONE THERE?<nl>I WOULD LIKE TO BUTT FUCK!<nl>,null,d5095debe2bf48a945b6c4e115e8281b,
np,4dcc843c6b8db34d4109155b7f599bb9,hi<nl>i<nl>,null,5b5cbe1ebb6aff22d7f66d48a340d712,
np,b8e12f1ab36a678922ed978f0d74563f,Heey m/f<nl>,null,8eec1342d5bbd9c28a98b1f119696821,
p,04bfa707d3313179ef48177d7270938e,any naughty ones lol<nl>u have any comedie movies<nl>ok<nl>what would u like to do<nl>ru looking for sex<nl>i want to meet u and fool around<nl>i wont have intercourse with u maybe kissing<nl>i got booted<nl>ru up to meet tonite hun<nl>well i have to trust u that u arent a cop<nl>,null,fc0ff2211a26ca0e5f7cd5b5a11e0dfc,
np,5dedd57fbd44230f0a77a670bedc0787,asl<nl>,null,875289b4e04a3963b022d52f77043fb0,
np,66ece614ae6495a6bbd97904169f1dae,hey<nl>asl<nl>,null,23e6a91f0e20f062d5d5156c756237c1,
np,a3f19f90edf0a0893c7847d08016abe3,is DOMStringMap used by any other spec? or is its only use for HTMLElement.dataset?<nl>,null,6c5d459d43ed7b0a2fb54401da37dbf1,
np,0ce58e017a03cbf0798b41404d99a546,hey<nl>17m<nl>,null,5b43fc1d3ee8f35401fc6a9b62130fe1,
p,6f35a1f69fd4ae82056e4bc6a8a84575,lol i know but u have to understand how nervous i am<nl>lol yes a little bu i feel a little bit more comfortable<nl>nah ur just saying that ?<nl>so u feel like u can tell me what city u live in now?<nl>thats fine i understand u dont have too<nl>yea it does<nl>so what are u wearing?<nl>just a pair of shorts<nl>lol not really<nl>so i got a question for u?<nl>how do u truely and honestly fell about this situation between us?<nl>nervous scared but i really like talking to u i think ur cute but i know this isant right but i keep telling my self dotn worry about it<nl>because of the age thing this is agaisnt the law u know that right?<nl>no sweetie it is lol :-* but u must not care lol<nl>is ur room close to ur moms room?<nl>just wondering<nl>ok<nl>,null,1c78f7f07957b23ee679288ad5963740,
