p,2918b2f2b8fe0d6f185ec6a2dd79c632,nothing  being bored out of my mind<nl>what u doin?<nl>day off today<nl>u can come over if ya want<nl>wish i was gonna be around<nl>yeah thats really stupid<nl>what can i do to cheer u up?<nl>too bad she is there now or i could give ya some lovin to cheer ya up<nl>so what ya gonna do on your free days?<nl>cool<nl>cool<nl>i am soooooooooo bored right now<nl>null,null,
p,39bd8b11509b5ddc5948b5b77f034ea1,call me<nl>you cant when its on a charger<nl>ok<nl>wow what<nl>oh<nl>yeah i wish i had more time to work out though<nl>yeah ill put my cam on hold on<nl>ty<nl>im just web surfing<nl>hey how long have u been using messenger<nl>well u kno how when you go to search for a room and you have the join room tab on the pop up<nl>isnt there supposed to be another one for like personal rooms<nl>yeah thats what i thought that sucks cause they were the shit<nl>now they do<nl>i wonder why they did<nl>aol is okay<nl>but the profiles suck and alot of people dont fill em out<nl>well i can wait a few more minutes<nl>i dont like quick conversations<nl>727 254 1585 eli<nl>null,null,
p,9dc04852863541e939e7c66cf5469240,if u let me what time u be here<nl>i need talk to u<nl>null,null,
p,6f35a1f69fd4ae82056e4bc6a8a84575,where are u cory? i miss u!:(<nl>null,null,
p,c1f43e1c992120a1c460b8ef7d0b4e9b,hi<nl>null,null,
p,d18fb2dc834414a71aace67bee91c432,Cheles i miss you :(. I really enjoy talking to you. I hope your not mad at me for anything :(. Sry i've been so busy lately. I just got stuck doing another final group project and i have to mainly do all the work which really blows. Stupid school! I really really miss you. and i hope you don't think that i'm jsut saying that because i really do. You make me laugh and smile. I hope to talk you you soon again :-D<nl>null,null,
p,7dec33a7c4fc1d7295dea7cc5b966b5b,wow you hung up om me<nl>well you should call me back<nl>ok<nl>ok<nl>null,null,
p,ca5496597b7151b9c2414c16c4ef5422,you there?<nl>i've been so busy<nl>sorry<nl>nice pic of you<nl>new pic?<nl>any new pics?<nl>no<nl>no new ones<nl>sorry<nl>it was okay<nl>how was yours?<nl>how did u get back online?<nl>null,null,
p,fac3a2081264f1dbb943eaf7165d8fc3,been to it yet<nl>so what color is your comfy pants n top<nl>nice<nl>my favor color<nl>so u been to the mall yet<nl>i c<nl>may i ask y not<nl>lol ok<nl>just wondering<nl>;;)<nl>not at all<nl>:(<nl>ok u too<nl>sweet dreams<nl>:-*:-P on the lips<nl>yea u like<nl>maybe<nl>or not<nl>u still there<nl>nite sweet sexy dreams ok<nl>null,null,
p,4cf8a879997585d68c7cdd49401b9e86,just in case I shave there so its not hary<nl>is that ok??<nl>is it attractive???<nl>why not???<nl>oh<nl>so<nl>realy<nl>what are you going to do with it???<nl>I want what you want<nl>what one???<nl>just off the freeway??<nl>I think I know where that is at<nl>ya so u want me to stick that in you???<nl>I can do that<nl>can I play with your boobs too???<nl>tight jeans what about undies and a bra<nl>I will have a black button up shirt and some blue jeans<nl>can I take off your panties???<nl>mmmm<nl>can I take pics???<nl>can I cum in your mouth???<nl>it tastes good I hear<nl>lol<nl>humm<nl>have you ever played with yourself??<nl>ok<nl>talk to me later tonight if you can<nl>null,null,
p,c62283536cf6261e5ffbcb323c8a2571,ok i'll be on at 8:30<nl>i'm eating to<nl>null,null,
p,aebe7a87ad50fbad92d9931c49cae848,Heey<nl>Feel better?<nl>Good<nl>Felt like eating finaly huh?<nl>Good<nl>Yep<nl>Here too<nl>May be cold this weekend<nl>Me too<nl>Wanna see you in alow top<nl>Great<nl>Not if it's too cold<nl>Cool<nl>I'll bring you a nall cap<nl>ballcap<nl>so your hair don't blow all over<nl>Do you have Sunglasses?<nl>Cool<nl>Hate to see you cover those eyes though<nl>Exotic eyes<nl>Yep<nl>Uh huh<nl>they just beg to be kissed<nl>I do<nl>Lips too<nl>Thanks<nl>They need kissing too<nl>Damn  I have to go on a fire call  will you be on later?<nl>See you then<nl>I'll let you know when I get back so you can call<nl>Bye for now<nl>:-*<nl>null,null,
p,d18fb2dc834414a71aace67bee91c432,:-T<nl>lol<nl>hey there<nl>what brings u on so early?<nl>sitting in ur dungeon all bored are we?<nl>lol<nl>ooo what u studying?<nl>is christy helping?<nl>need help?<nl>lol write down a problem :)<nl>lets see if i can figure it out lol<nl>ooo u want me to let ya finish?<nl>k :)<nl>talk alter<nl>muah<nl>null,null,
p,fb169d16c42ca83583dd05b3f4d7fc98,really that sucks<nl>malls are always fun your friends can see you with some guy whos 8 years older than you lol<nl>westland<nl>how do you not know the name of a mall by you?i take it you dont go there very often<nl>:-t<nl>its a mall...inside?<nl>thats gay<nl>right<nl>sweeet<nl>well im off to get my tat<nl>son on my elbow<nl>sun*<nl>with a star with in the middle<nl>and i just got my last name on my back last week<nl>in some sweet ass lettering<nl>yep and then the tribal on my right arm but im having him re do it prolly soon<nl>want it bigger<nl>but i gotta get going its an hour drive for me its in ann arbor<nl>why dont you<nl>586-565-1790 call me so i know i can call you :-P<nl>null,null,
p,2a77f862a19d8d47d21692543e90dee8,><nl>null,null,
p,1d911cc805cce729269c8d357dc0f0fe,about what<nl>about what<nl>ok then leave<nl>u wanna meet?<nl>i wont meet u at ur house<nl>yeah<nl>maybe<nl>do u only like older guys<nl>would u see a guy under 18<nl>no<nl>stop asking<nl>what<nl>do u have money<nl>can u get a taxi<nl>u said no when i asked to meet u at the park<nl>ok meet me at the park<nl>6<nl>yea do u<nl>why did u say no yesterday<nl>were u looking out ur window when u called me<nl>whynot<nl>so u were looking out when u called me the first time<nl>ok fuck off<nl>there were police there when u called me<nl>u fucking liar<nl>ok ur lying and blinde<nl>bye<nl>dont talk to me<nl>iggy<nl>null,null,
p,fb169d16c42ca83583dd05b3f4d7fc98,where you been stranger<nl>leave me a message when you come on if you still wanna talk to me<nl>null,null,
p,2d08262caa29b1bebeb24e9ad0c60ece,Robin if i don't answer  leave me a message with your number so i can call u back<nl>ok.. if i hear your mom answers it ill just play it off like im looking for a guy named rudy or something ok. that way it seems like i got the wrong number ok. hope to heat from you sweetie  i cant wait<nl>love Dan<nl>null,null,
p,d18fb2dc834414a71aace67bee91c432,i tried to call you tonight :(<nl>null,null,
p,0599cd3f7fc15849844468b0702ff593,wow<nl>another day free<nl>null,null,
p,f069dbec9ab3e090972d432db279e3eb,just looking for u<nl>null,null,
p,f069dbec9ab3e090972d432db279e3eb,hey there i hope u had a good night last night...and slept good....i wished we could have chatted longer...i should be on later in the afternoon...hope we can chat then<nl>null,null,
p,a03edc2f70bbebc73ef3ba3f06968360,Sorry lost service<nl>null,null,
p,afe8ba8af6d0677a79ce0284cb9cc63a,hello beautiful!<nl>null,null,
p,0599cd3f7fc15849844468b0702ff593,hi<nl>null,null,
p,2d08262caa29b1bebeb24e9ad0c60ece,hi Robin<nl>are you there?<nl>i'll be on later on tonight. Look for me ok<nl>kissessssssssss Dan<nl>null,null,
p,13ff9f88ad6e1242f30cb4c7d4a36ed7,im me when u get back<nl>null,null,
p,89319407d854bb82113349ecf7ce3682,HEY Baby!   how was ur day ?<nl>i am on and off the comp but invis so im me and if im here i will talk back  if not i will hope 2 see ya later tonight!! missed ya today!!<nl>null,null,
p,0599cd3f7fc15849844468b0702ff593,still studying?<nl>just waiting to eat with you<nl>yes<nl>when you finish<nl>as you wish<nl>stil one of her panties<nl>steal<nl>i see<nl>ok<nl>I wish Was there to lay next to you<nl>?<nl>null,null,
p,a03edc2f70bbebc73ef3ba3f06968360,U can still call<nl>null,null,
p,1290ea419856093edf96b1263cb1ca1e,hello<nl>r u there?<nl>null,null,
