p,2918b2f2b8fe0d6f185ec6a2dd79c632,nothing  being bored out of my mind<nl>what u doin?<nl>day off today<nl>u can come over if ya want<nl>wish i was gonna be around<nl>yeah thats really stupid<nl>what can i do to cheer u up?<nl>too bad she is there now or i could give ya some lovin to cheer ya up<nl>so what ya gonna do on your free days?<nl>cool<nl>cool<nl>i am soooooooooo bored right now<nl>null,null,
p,39bd8b11509b5ddc5948b5b77f034ea1,whats up<nl>call me<nl>you cant when its on a charger<nl>ok<nl>wow what<nl>oh<nl>yeah i wish i had more time to work out though<nl>yeah ill put my cam on hold on<nl>ty<nl>im just web surfing<nl>hey how long have u been using messenger<nl>well u kno how when you go to search for a room and you have the join room tab on the pop up<nl>isnt there supposed to be another one for like personal rooms<nl>yeah thats what i thought that sucks cause they were the shit<nl>now they do<nl>i wonder why they did<nl>aol is okay<nl>but the profiles suck and alot of people dont fill em out<nl>null,null,
p,9dc04852863541e939e7c66cf5469240,if u let me what time u be here<nl>i need talk to u<nl>null,null,
p,6f35a1f69fd4ae82056e4bc6a8a84575,where are u cory? i miss u!:(<nl>null,null,
p,c1f43e1c992120a1c460b8ef7d0b4e9b,hi<nl>null,null,
p,d18fb2dc834414a71aace67bee91c432,Cheles i miss you :(. I really enjoy talking to you. I hope your not mad at me for anything :(. Sry i've been so busy lately. I just got stuck doing another final group project and i have to mainly do all the work which really blows. Stupid school! I really really miss you. and i hope you don't think that i'm jsut saying that because i really do. You make me laugh and smile. I hope to talk you you soon again :-D<nl>null,null,
p,7dec33a7c4fc1d7295dea7cc5b966b5b,im good and you<nl>so can you call me or leave me your number and ill call you hun<nl>><nl>hey call me<nl>can i come over<nl>ok so call me<nl>when that<nl>what time<nl>ok<nl>ok can i stay<nl>like the night<nl>ok<nl>what u want to do<nl>have sex ???<nl>alot of sex<nl>alot of sex<nl>u want to have sex<nl>alot<nl>to me yes to you idunno<nl>no not yet<nl>sorry<nl>ok promise<nl>null,null,
p,7dec33a7c4fc1d7295dea7cc5b966b5b,wow you hung up om me<nl>well you should call me back<nl>ok<nl>ok<nl>null,null,
p,ca5496597b7151b9c2414c16c4ef5422,you there?<nl>i've been so busy<nl>sorry<nl>nice pic of you<nl>new pic?<nl>any new pics?<nl>no<nl>no new ones<nl>sorry<nl>it was okay<nl>how was yours?<nl>how did u get back online?<nl>null,null,
p,fac3a2081264f1dbb943eaf7165d8fc3,little miss sexy<nl>how are u doing this evening<nl>just ok<nl>me great<nl>not for u<nl>and u<nl>no i am not<nl>boring<nl>and yours<nl>how was school<nl>learn any thing today<nl>k<nl>so how are u doing<nl>smiling<nl>at u<nl>yep<nl>so what are u doing<nl>have any homework<nl>probley got it done already i c<nl>so whats on your sexy mind<nl>actually was waiting for u<nl>but i fugered that you were doing your home work<nl>null,null,
p,fac3a2081264f1dbb943eaf7165d8fc3,lol ok<nl>just wondering<nl>;;)<nl>not at all<nl>:(<nl>ok u too<nl>sweet dreams<nl>:-*:-P on the lips<nl>yea u like<nl>maybe<nl>or not<nl>u still there<nl>nite sweet sexy dreams ok<nl>null,null,
p,4cf8a879997585d68c7cdd49401b9e86,hey cutie<nl>hey<nl>talkin to u<nl>getting changed<nl>dont know<nl>why???<nl>I am done for the day<nl>in my room yes<nl>y???<nl>u want to see me???<nl>nope<nl>digital camera<nl>what do u want to see???<nl>tell me I can show it to you<nl>like what???<nl>lol<nl>want to see something sexual??<nl>null,null,
p,4cf8a879997585d68c7cdd49401b9e86,can I cum in your mouth???<nl>it tastes good I hear<nl>lol<nl>humm<nl>have you ever played with yourself??<nl>ok<nl>talk to me later tonight if you can<nl>null,null,
p,c62283536cf6261e5ffbcb323c8a2571,ok i'll be on at 8:30<nl>i'm eating to<nl>null,null,
p,aebe7a87ad50fbad92d9931c49cae848,Heey<nl>Feel better?<nl>Good<nl>Felt like eating finaly huh?<nl>Good<nl>Yep<nl>Here too<nl>May be cold this weekend<nl>Me too<nl>Wanna see you in alow top<nl>Great<nl>Not if it's too cold<nl>Cool<nl>I'll bring you a nall cap<nl>ballcap<nl>so your hair don't blow all over<nl>Do you have Sunglasses?<nl>Cool<nl>Hate to see you cover those eyes though<nl>Exotic eyes<nl>Yep<nl>Uh huh<nl>they just beg to be kissed<nl>I do<nl>Lips too<nl>Thanks<nl>They need kissing too<nl>Damn  I have to go on a fire call  will you be on later?<nl>See you then<nl>I'll let you know when I get back so you can call<nl>Bye for now<nl>:-*<nl>null,null,
p,d18fb2dc834414a71aace67bee91c432,:-T<nl>lol<nl>hey there<nl>what brings u on so early?<nl>sitting in ur dungeon all bored are we?<nl>lol<nl>ooo what u studying?<nl>is christy helping?<nl>need help?<nl>lol write down a problem :)<nl>lets see if i can figure it out lol<nl>ooo u want me to let ya finish?<nl>k :)<nl>talk alter<nl>muah<nl>null,null,
p,fb169d16c42ca83583dd05b3f4d7fc98,you there?<nl>you got quiet on me<nl>so you sure oyu want me to come over on friday?<nl>you got any new pics?<nl>yea i had seen most of tthose lol<nl>so how old are you again<nl>yea i just wanted to make sure<nl>i just need to watch my ass lol<nl>i am 22 ya know<nl>lol<nl>so what ya wanna do on friday?<nl>wanna go get some lunch when i get there??<nl>lol no keep the money its all good<nl>i figure since we both just meeting each other being in a public place might be a lil bit easier to talk ya know<nl>since we arent just alone<nl>lol no im making you walk! no silly<nl>is there a mall by you?<nl>really that sucks<nl>malls are always fun your friends can see you with some guy whos 8 years older than you lol<nl>westland<nl>how do you not know the name of a mall by you?i take it you dont go there very often<nl>:-t<nl>its a mall...inside?<nl>thats gay<nl>right<nl>null,null,
