p,6f35a1f69fd4ae82056e4bc6a8a84575,hey!!<nl>a little better what are u doing?<nl>yea i thought u did i just woke and checked to see if u came on and ur here!! :-*<nl>so what did u do today?<nl>sounds like fun lol<nl>washed some cloths and started feeling bad nd layed down and fell alseep for 6 hours lol<nl>yea just a little<nl>yes sweetie i think about u everyday !!<nl>is ur mom alseep?<nl>oh ic<nl>yea a little lol<nl>cory...? i wanna see u do u think that is bad?<nl>because i do not for sex or anything like that i just wanna see u i feel if i dont then i might lose u or something i know that sounds stupid<nl>,null,fc77b9ed8d13697e8deea79de0b4df23,
p,bdaa4b675589e3b8f93f1655fed3b314,<nl>lol<nl>lol<nl>so what town do u live in<nl>u not gona tell me<nl>just courios<nl>the daughter i never had<nl>now<nl>middletown<nl>and u<nl>nothing to say<nl>i added u ok<nl>cool<nl>what r u doing in a 1/2 hr<nl>soda buger<nl>care to meet<nl>yes i think so<nl>u tell me i have no idea where u r but a 1/2 hr away<nl>call me back<nl>ok<nl>sure<nl>np<nl>so do u know what town<nl>u gona tell me<nl>lol<nl>nothing nothing at all talk came into my mind<nl>u have something else on your mind<nl>call<nl>so what do u think<nl>u wont be bored<nl>trust me<nl>ya buy u a soda 4 starts<nl>call me<nl>and ill tell u<nl>and where is it u live<nl>do u want me to call u<nl>ok<nl>ok<nl>np<nl>so where is it that u live<nl>if u like<nl>what happen<nl>yes<nl>yes<nl>u decline<nl>yes<nl>by 7<nl>have to pick up by wife<nl>we can meet 4 the sake of meeting<nl>and who knows<nl>we can do it again if it clicks<nl>call me<nl>call me<nl>meet again<nl>4 a longer time<nl>and 4 who knows<nl>mmmmmmmmmmm<nl>skirt<nl>no no<nl>play with u<nl>hold u kiss u<nl>feel u<nl>all over<nl>,null,e0fabdc12cce220079d5bc02b0631fea,
p,d033ef02538095a94f42313f519bed88,hi liz<nl>nothing much...how have u been doin<nl>anything good<nl>it's ok<nl>what's wrong<nl>finish ur homework<nl>good<nl>mom workin<nl>what day she works<nl>oh ok<nl>does she knows computer<nl>she might check on ya;)<nl>hehehe<nl>ur room<nl>nice bedroom u got<nl>may I sleep there..few hrs:d<nl>hihi<nl>j/k<nl>so..study hard<nl>I might help ya<nl>math i m ok<nl>math I guess<nl>maybe have ur BF help ya out<nl>;)<nl>oh ok...<nl>the EX one huh<nl>the one finger ya<nl>how long was that<nl>,null,08f3f8751f5227df321c1af32b21c37d,
p,a03edc2f70bbebc73ef3ba3f06968360,Hello<nl>Whatcha doin?<nl>Oh yeah hows brad and darla??? Lol<nl>Thxs ;;)<nl>Oh i c lol<nl>Idk<nl>Yeah school is kinda boring.<nl>They just do when u get older time slows down lol<nl>Yeah<nl>Well i going to eat i chat with u later.<nl>><nl>,null,213e2838ea8be0cda7e54c087a20e418,
p,c62283536cf6261e5ffbcb323c8a2571,i came to tonapah and you were't on left at 6 a/m had to get back in carson by 12 talk to you later<nl>,null,bc7ca0492117566f5dee60aa9fd4d3e5,
p,6f35a1f69fd4ae82056e4bc6a8a84575,i had to work late tonight :( hopefully ur on tommorw!<nl>,null,a3fac35ba29fc6b00ee5bc4c9c93ff2f,
p,f069dbec9ab3e090972d432db279e3eb,hi girl....sorry i missed u....just checking to see if u were here<nl>have a good day baby<nl>,null,4f98763a722bae70a434600e140e54ba,
p,f538a2a92145534b4b61893399479fcf,sorry i missed you good looking  i just got online to check email then went to work out<nl>,null,c6930d863f7799d061f6cd124d5c642e,
p,c62283536cf6261e5ffbcb323c8a2571,hi<nl>are u there<nl>hi<nl>wish u were here<nl>are u there<nl><nl>jackenit_6in<nl>,null,b70ada940b9be26505dcb5d56be64a0f,
p,0cac6dfd241c5efe4ca07417575e582f,hey there i'm glad u came on..did u get my off line message?<nl>i did map quest and got directions but now i cant find them.i just need the addy again so i can map quest again is all<nl>i did'nt put it in my wallet hon i did'nt think<nl>yes i do<nl>so how are you today<nl>u gonna nap befor i get there<nl>lol<nl>i'll be leaving here around 1230 i have my clothes drying..but i am commin sweety<nl>i hav'nt redone it yet but your down toward columbus right?<nl>ok well it takes an hour to maby an hour and 15 minutes to get to columbus.<nl>so if i leave at 1230 i should be there around 145 or 2 give or take..and allow for traffic which should'nt be bad at all<nl>yep i had planned to leave sooner but got a late start on things this morning and am just a little behind<nl>but i would miss being with you at all<nl>lol<nl>and i'll try not to at anytime<nl>so will you just come out and get in the truck when i get there or do you wanna meet up the road a little?<nl>ok<nl>ok i'll do that<nl>i'm sure it'll fit fine<nl>lol u got what i was sayin..i knew u were smart lol<nl>i knew that already lol<nl>,null,9563e3b1a52630a00486a03402947ae9,
p,13ff9f88ad6e1242f30cb4c7d4a36ed7,not have'nt read it yet<nl>its ok<nl>i will in the middle of somethng important will chat when done ok<nl>talking to my unit<nl>what<nl>no military<nl>no<nl>k<nl>i know your tired so em i<nl>no they dont<nl>no border patrol<nl>,null,c4d7f9b927efb954ccf49856d8da7e44,
p,afe8ba8af6d0677a79ce0284cb9cc63a,hello beautiful!<nl>:-*<nl>short week ))))<nl>jst got home from work !!!!<nl>yes I know (( late day for me   I dont normally get home like this ((<nl>ok   sweetness    going to watch the basketball game w/ some friends of mine!!<nl>yes   I missed you   havent had much chance to chat (<nl>keep a day on the weekend open for me   and I'll come see you!<nl>after thanksgiving<nl>:-*<nl>we'll see if your as hot in pic as real life !<nl>;)<nl>think you could get out?<nl>we'll see   would be cool tho<nl>:-*<nl>ok  sweetness   gotta go~!~ ttyl !~~<nl>><nl>dont miss me to much either )<nl>hehe<nl>bye sweetness!<nl>,null,314163ecaef5460ec6608cec3b91d346,
p,3cf9477a8025ec6420d1e195e2b76324,hey cutie<nl>remember me?<nl><nl>good<nl>so when are we going to hang out and watch those movies.<nl>cool. do you think we can hang out tomorrow?<nl>oh ok. so next weekend for sure?<nl>don't say sorry.<nl>I understand<nl>awesome. what is so specific for next week?<nl>hold on<nl>be back<nl>back<nl>so what makes next week the week that you can hang out?<nl>u there?<nl>,null,97aae4106850067e295122b234f802db,
p,54cad8b7d3538f5f60c1ffbc2058e945,hey lol i ordered the pizza<nl>well it might be a while befor i get there but im pickin it up soon then headin down<nl>cool cant wait to see ya<nl>yay! thats so cool<nl>thanx<nl>yeah i got home after 12 last nite<nl>yah i did<nl>but not as much fun as im gonna have today n tonite lol<nl>got the large supreme with pineapple for ya<nl>cool lol i know its ur favrite they didnt have garlic butter tho<nl>ok good im all set ill leave in a few to pick up the pizza then jump on the parkway n head down<nl>i will colie dont worry<nl>it should take like hour n 1/2 so im givin myself lotsa time but i got good directions<nl>i know me too !<nl>anything else u want me to bring<nl>ok what flavor<nl>yeah they do i dont know if they have big bottles or just small ones<nl>how many you want<nl>ok lol u got it<nl>anything else<nl>ok u know u got that<nl>n i got condoms too<nl>lol i know dont worry probly kill me too<nl>ok well im gonna go pick up the snapple n pizza and head down<nl>ok cya soon too<nl>oh in case i gotta call u whats ur #<nl>ok<nl>,null,37f5534c6f1fe028649a24e8147900f9,
p,926981922f4a48d98ebc92a9375e5d45,hiya<nl>,null,bf50eed3b331737a4a543e4391e08472,
p,f069dbec9ab3e090972d432db279e3eb,im back<nl>u still there<nl>,null,a174ac34ea596ccd93ee60313349d653,
p,fac3a2081264f1dbb943eaf7165d8fc3,:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w<nl>,null,d1463dcc6e6b7b4834a8d69231b46b29,
p,0b6b05c740a1bf50ca7f9a461598a3b9,did you think of me last night?<nl>lol took you long enough<nl>lol<nl>ok i will forgive you this time<nl>lol<nl>goodthat wouldn't be too attractive<nl>so you eally want to met me?<nl>ok<nl>gonna dress sexy for me?<nl>the sexiest thing you have<nl>umm how about something red?<nl>lol yep<nl>dress?<nl>ok<nl>red thong?<nl>lol<nl>,null,bf6b97232b110a097945451a7e85b6fc,
p,13ff9f88ad6e1242f30cb4c7d4a36ed7,oooooooooooo i see<nl>did u see what i wrote<nl>u will let me know if u do<nl>ok kool........what r u going to tell your grandma<nl>what about staying the nite<nl>ok theres a couple days<nl>dam :-(<nl>from the motel<nl>lol lol<nl>well talk when i get there<nl>kool<nl>well have fun no matter what<nl>ok i'll wont be on tomorrow so i will see u friday<nl>lov ya O:-)<nl>kk<nl>,null,e2f4415bae319b53869acc488d16c656,
p,85346c8846fc694078665377fec333b0,;)<nl>,null,417624397a626155800f4c2a313733a3,
p,4851d3bd0d66d97ddb4437f0cb527a85,call me<nl>Yes<nl>,null,5b5669cfb3e4b9de64a4739cfeceab8c,
p,a03edc2f70bbebc73ef3ba3f06968360,Hey gf am going to miss u<nl>What time u going to be on?<nl>Ok loves u<nl>Take lots of pics<nl>See u can take some silly<nl>:-*<nl>Cause ur going be my wife someday :-x<nl>,null,29f62dedb4bae1f57a49dffb86061e92,
p,0599cd3f7fc15849844468b0702ff593,yes<nl>it is abolutely freezing<nl>,null,38490049f17f62984cd904b5f4d5a402,
p,4982b68761043e693da736df5852a7c5,Hey pls reply<nl>Silly.i have a problem.<nl>Is it ok u buy a cndom?i just fill up my gas and no mney lft.just tel them its 4 ur science project.please<nl>Yup.ur buying the cndoms?how many?<nl>Just 3<nl>,null,536522ca4f865c17ffe44e9c73c5b36e,
p,3cf9477a8025ec6420d1e195e2b76324,hey cutie. ;) remember me?<nl>hi. so am i still coming over on what? sat?<nl>yes no?<nl>hello?<nl><nl>,null,333cf34fbd86ac87facd5e4f8a9f0e5a,
p,a03edc2f70bbebc73ef3ba3f06968360,:-x<nl>,null,2dca568c57d5366b398e35c927ff3fb6,
p,23bffbccce4e395053495c68a5e15b68,hey u need to get aholdof me when u get on here<nl>,null,3f530ce23c6ecf8bcdf939ff7d1e5727,
p,fac3a2081264f1dbb943eaf7165d8fc3,sexy<nl>how are u<nl>sorry about that had to get a shower to clean off<nl>nice and clean<nl>u sure your not a model already<nl>k<nl>lol<nl>u busy<nl>i c so sorda kinda your some what busy lol<nl>,null,63426520f881d3e9bc5eb821ad3a7020,
p,6d6c830b141a9716d2878f5126dc4516,hey<nl>did u get my messages<nl>thats good so ur parents are leaving for sure<nl>and are u sure that no one is gonna be dropping by or checking up on u right<nl>yeah like 3 fat blunts<nl>so 12 condoms<nl>i mean and<nl>damn u wanted 12 blunts and 3 condoms<nl>so which blackberry u getting<nl>is he forwarding his calls<nl>so what happens if he tries to call u<nl>yeah but i dont know if its wise calling my phone<nl>u wanna just talk when i get over there and not on the phone<nl>i wont change my mind and im sure my car wont break doen<nl>as long as its really u when i get there and not some guy with the cops<nl>i wouldnt miss it<nl>i mean what more could i ask for this weekend weed and sex for 2 days<nl>thats great<nl>then it was nice knowing u<nl>itll be fine ill be there<nl>just give me ur address exactly<nl>ill be there at 4pm<nl>whats the ne for<nl>whats the zip code<nl>let me find it real quick<nl>ok i got it<nl>im gonna leave at 1<nl>ull be there at 3 right<nl>like 3 hrs maybe a little less<nl>ur parents are leaving at 12pm<nl>for sure<nl>then itll show up on their records<nl>ok i guess u could do that but after u call u make sure u get rid of my number dont keep it around<nl>u swear<nl>ok right it down its 630-812-8660 and make sure its from that pay fone<nl>,null,394b0d1ff993fc2e92edfb2f71009e9a,
p,af7a0adebf50023598764bdaf2080be4,Hey sexy.<nl>How are you?<nl>:*<nl>What have you been up to?<nl>Awe no.<nl>I am sorry :(<nl>Do you want me to come make you feel better?<nl>Awe well that could be.<nl>Yeah I would like to come see you ;)<nl>Well of course I want to.<nl>What would you want to do?<nl>=P~<nl>I can think of a lot of things ;)<nl>Maybe :"<nl>Well I would like to lick your nipples and your pussy.<nl>=P~<nl>You will probably moan instead :*<nl>But if you giggle I will make you feel comfortable.<nl>:D<nl>When will you be home alone?<nl>That is fine.<nl>Just let me know :)<nl>,null,01956b8f45560d2d44d594f36a66f526,
p,c62283536cf6261e5ffbcb323c8a2571,hi<nl>took the cast off<nl>,null,f43d8775b7de7a66b5abd49b63fe1c8f,
p,ed4ece301c57d14e22b2212e5a7f25ca,hey you<nl>how r u sweetie<nl>working<nl>went out of town<nl>south carolina<nl>what you been doing<nl>cool<nl>what u doing tonight<nl>why not<nl>chillin<nl>no im home<nl>im tired<nl>its been a long weekend<nl>need a massage<nl>and bath<nl>looked at boats<nl>went to a bunch of corporate parties<nl>ass kissing parties<nl>lol<nl>all work<nl>well yeah its like networking with people in the industry<nl>it was a meeting for the brand of boats i sell at the factory where they are built<nl>no<nl>lots of good food and stuff though<nl>no hotties like you either<nl>lol<nl>yeah<nl>id rather slam my dick in a door<nl>lol<nl>,null,8eb18fd7cb60787289c64292b385ce4a,
p,3cf9477a8025ec6420d1e195e2b76324,hey listen to me. I will be leaving at 9:30pm. I will get there before 10. If I dont' get there when you arrive  call me on my cell phone. 909-262-1470. so yeah. can't wait. leaving in about 10 min. :0 bye cutie<nl>,null,3ce46e3384cbf0402ca58f95b5a96faf,
p,a03edc2f70bbebc73ef3ba3f06968360,loves you miss you:-*<nl>,null,47eaba65cd2f68e1e306d96fe1e0d89a,
p,fac3a2081264f1dbb943eaf7165d8fc3,hey sexy<nl>,null,af9923a77e580a5196f01ab0910fed65,
p,902cddc2765a0700c9d1d543c9a4d52f,so wat now ?<nl>????<nl>,null,43bc12a848b76a9aa4dabbaa239b155f,
p,c62283536cf6261e5ffbcb323c8a2571,yep<nl>=P~ drooling<nl>u there<nl>what ya doing<nl>playing<nl>my buddy<nl>mr. penis<nl>nope<nl>just you<nl>are u alone<nl>my computer might crash<nl>hi<nl>how come<nl>really<nl>wow<nl>what's it doing<nl>wow<nl>wiieird<nl>how<nl>wow<nl>kewl<nl>must be a halo<nl>i'm an angel<nl>don't know<nl>,null,91addbe0a04dd66abe32b353d64f1b42,
p,13ff9f88ad6e1242f30cb4c7d4a36ed7,having any fun yet<nl>,null,24e99bdb490b7c7c15c3e4f81706bb72,
p,3e97c68b68f9aa0fb7d705a65c6a8443,k<nl>yes<nl>kewl<nl>yes<nl>m yes<nl>yes u r for real right<nl>yes<nl>so u r u only<nl>i just want to make sure u r u and noe cops or anything<nl>yes sorry<nl>yes<nl>do u promise<nl>u r u only<nl>ok<nl>yes maybe just cake for frist time<nl>see if u like me<nl>we will see<nl>maybe<nl>yes<nl>?<nl>ok<nl>yesssssssssssssssssssssssssss<nl>ok<nl>yes<nl>y<nl>yes<nl>didnt go well<nl>its ok<nl>,null,ea85f2ea5e162d110760cc7c9f5b3067,
p,4ab0a550ebb27f9a95e31ccbf0114850,ok<nl>whats your house number<nl>so i can call on the way over<nl>hmmm<nl>how far is the walk?<nl>right?<nl>ok im just making sure<nl>since i cant call you<nl>what time are you gonna leave?<nl>ok<nl>what time are you gonna leave?<nl>wanna leave right now<nl>i want to*<nl>why<nl>how long do you ave left?<nl>well make are own movie:-P<nl>well pretend theres one<nl>lol<nl>lol<nl>what about that friend?<nl>whats going on with him<nl>your age?<nl>ok<nl>what time you leaving<nl>ok<nl>when am i leaving?<nl>ya probably<nl>around there<nl>so you got my number<nl>want it?<nl>562-900-1769<nl>,null,b4317d09463b812516078618db56c536,
