p,d033ef02538095a94f42313f519bed88,hi liz<nl>nothing much...how have u been doin<nl>anything good<nl>it's ok<nl>what's wrong<nl>finish ur homework<nl>good<nl>mom workin<nl>what day she works<nl>oh ok<nl>does she knows computer<nl>she might check on ya;)<nl>hehehe<nl>ur room<nl>nice bedroom u got<nl>may I sleep there..few hrs:d<nl>hihi<nl>j/k<nl>so..study hard<nl>I might help ya<nl>math i m ok<nl>math I guess<nl>maybe have ur BF help ya out<nl>;)<nl>oh ok...<nl>the EX one huh<nl>the one finger ya<nl>how long was that<nl>,null,08f3f8751f5227df321c1af32b21c37d,
p,a03edc2f70bbebc73ef3ba3f06968360,Hello<nl>Whatcha doin?<nl>Oh yeah hows brad and darla??? Lol<nl>Thxs ;;)<nl>Oh i c lol<nl>Idk<nl>Yeah school is kinda boring.<nl>They just do when u get older time slows down lol<nl>Yeah<nl>Well i going to eat i chat with u later.<nl>><nl>,null,213e2838ea8be0cda7e54c087a20e418,
p,926981922f4a48d98ebc92a9375e5d45,hi<nl>,null,774fdd95452bad65e3969f7b750b4af1,
p,4851d3bd0d66d97ddb4437f0cb527a85,hello?<nl>,null,fbab19c268cd995d8aa380119a927b17,
p,c62283536cf6261e5ffbcb323c8a2571,i came to tonapah and you were't on left at 6 a/m had to get back in carson by 12 talk to you later<nl>,null,bc7ca0492117566f5dee60aa9fd4d3e5,
p,6f35a1f69fd4ae82056e4bc6a8a84575,i had to work late tonight :( hopefully ur on tommorw!<nl>,null,a3fac35ba29fc6b00ee5bc4c9c93ff2f,
p,f069dbec9ab3e090972d432db279e3eb,hi girl....sorry i missed u....just checking to see if u were here<nl>have a good day baby<nl>,null,4f98763a722bae70a434600e140e54ba,
p,f538a2a92145534b4b61893399479fcf,sorry i missed you good looking  i just got online to check email then went to work out<nl>,null,c6930d863f7799d061f6cd124d5c642e,
p,afe8ba8af6d0677a79ce0284cb9cc63a,hello beautiful!<nl>:-*<nl>short week ))))<nl>jst got home from work !!!!<nl>yes I know (( late day for me   I dont normally get home like this ((<nl>ok   sweetness    going to watch the basketball game w/ some friends of mine!!<nl>yes   I missed you   havent had much chance to chat (<nl>keep a day on the weekend open for me   and I'll come see you!<nl>after thanksgiving<nl>:-*<nl>we'll see if your as hot in pic as real life !<nl>;)<nl>think you could get out?<nl>we'll see   would be cool tho<nl>:-*<nl>ok  sweetness   gotta go~!~ ttyl !~~<nl>><nl>dont miss me to much either )<nl>hehe<nl>bye sweetness!<nl>,null,314163ecaef5460ec6608cec3b91d346,
p,3cf9477a8025ec6420d1e195e2b76324,hey cutie<nl>remember me?<nl><nl>good<nl>so when are we going to hang out and watch those movies.<nl>cool. do you think we can hang out tomorrow?<nl>oh ok. so next weekend for sure?<nl>don't say sorry.<nl>I understand<nl>awesome. what is so specific for next week?<nl>hold on<nl>be back<nl>back<nl>so what makes next week the week that you can hang out?<nl>u there?<nl>,null,97aae4106850067e295122b234f802db,
p,926981922f4a48d98ebc92a9375e5d45,hiya<nl>,null,bf50eed3b331737a4a543e4391e08472,
p,f069dbec9ab3e090972d432db279e3eb,im back<nl>u still there<nl>,null,a174ac34ea596ccd93ee60313349d653,
p,fac3a2081264f1dbb943eaf7165d8fc3,:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w:-w<nl>:-w:-w:-w:-w:-w:-w:-w<nl>,null,d1463dcc6e6b7b4834a8d69231b46b29,
p,85346c8846fc694078665377fec333b0,;)<nl>,null,417624397a626155800f4c2a313733a3,
p,a03edc2f70bbebc73ef3ba3f06968360,Hey gf am going to miss u<nl>What time u going to be on?<nl>Ok loves u<nl>Take lots of pics<nl>See u can take some silly<nl>:-*<nl>Cause ur going be my wife someday :-x<nl>,null,29f62dedb4bae1f57a49dffb86061e92,
p,0599cd3f7fc15849844468b0702ff593,yes<nl>it is abolutely freezing<nl>,null,38490049f17f62984cd904b5f4d5a402,
p,3cf9477a8025ec6420d1e195e2b76324,hey cutie. ;) remember me?<nl>hi. so am i still coming over on what? sat?<nl>yes no?<nl>hello?<nl><nl>,null,333cf34fbd86ac87facd5e4f8a9f0e5a,
p,a03edc2f70bbebc73ef3ba3f06968360,:-x<nl>,null,2dca568c57d5366b398e35c927ff3fb6,
p,23bffbccce4e395053495c68a5e15b68,hey u need to get aholdof me when u get on here<nl>,null,3f530ce23c6ecf8bcdf939ff7d1e5727,
